"Pos","Id_pl","Name","Surname","Country","Pts","Date"
33,18,"Andrei","Medvedev","UKR",567,"1997-05-05"
34,4,"Wayne","Ferreira","RSA",560,"1997-05-05"
35,33,"Javier","Frana","ARG",559,"1997-05-05"
36,27,"Byron","Black","ZIM",529,"1997-05-05"
37,21,"Bartlomiej","Dabrowski","POL",398,"1997-05-05"
38,48,"Sebastien","Grosjean","FRA",352,"1997-05-05"
39,47,"Mariano","Zabaleta","ARG",339,"1997-05-05"
40,25,"Mark","Knowles","BAH",311,"1997-05-05"
41,46,"Oliver","Gross","GER",297,"1997-05-05"
42,31,"Kenneth","Carlsen","DEN",285,"1997-05-05"
43,20,"Wojciech","Kowalski","POL",276,"1997-05-05"
44,55,"Richey","Reneberg","USA",275,"1997-05-05"
45,61,"Mark","Woodforde","AUS",254,"1997-05-05"
46,32,"Olivier","Rochus","BEL",228,"1997-05-05"
47,35,"Nicolas","Periera","URG",218,"1997-05-05"
48,40,"Leander","Paes","IND",212,"1997-05-05"
49,41,"Shuzo","Matsuoka","JPN",141,"1997-05-05"
50,53,"Jan","Siemerink","NED",134,"1997-05-05"
51,69,"Magnuss","Larsson","SWE",120,"1997-05-05"
52,60,"Todd","Woodbridge","AUS",108,"1997-05-05"
53,54,"Christian","Ruud","NOR",90,"1997-05-05"
54,73,"Andrew","Ilie","AUS",85,"1997-05-05"
55,45,"Wolfgang","Schranz","AUT",80,"1997-05-05"
56,52,"Paul","Haarhuis","NED",60,"1997-05-05"
57,58,"Adrian","Voinea","ROM",56,"1997-05-05"
58,65,"Marcos","Ondruska","RSA",55,"1997-05-05"
59,50,"Vladimir","Voltchkov","BLR",37,"1997-05-05"
60,63,"Martin","Damm","CZE",34,"1997-05-05"
61,30,"Alejandro","Hernandez","MEX",30,"1997-05-05"
61,68,"Fernando","Meligeni","BRA",30,"1997-05-05"
63,57,"Nicolas","Lapentti","ECU",28,"1997-05-05"
64,64,"Orlin","Stanoytchev","BUL",26,"1997-05-05"
64,66,"Noam","Behr","ISR",26,"1997-05-05"
66,51,"Mark","Petchey","GBR",6,"1997-05-05"
67,24,"Pan","Bing","CHN",4,"1997-05-05"
67,71,"Jason","Stoltenberg","AUS",4,"1997-05-05"
69,38,"Bernardo","Mota","POR",3,"1997-05-05"
70,70,"Brett","Steven","NZL",2,"1997-05-05"
0,0,"A","B","c",0,"1971-01-01"
1,23,"Stefan","Edberg","SWE",3143,"1997-05-12"
2,1,"Pete","Sampras","USA",2968,"1997-05-12"
3,34,"Marcelo","Rios","CHI",2243,"1997-05-12"
4,36,"Carlos","Moya","ESP",2181,"1997-05-12"
5,28,"Guy","Forget","FRA",1807,"1997-05-12"
6,2,"Andre","Agassi","USA",1770,"1997-05-12"
7,56,"Nicolas","Kiefer","GER",1666,"1997-05-12"
8,6,"Michael","Chang","USA",1653,"1997-05-12"
8,13,"Sergi","Bruguera","ESP",1653,"1997-05-12"
10,44,"Petr","Korda","CZE",1649,"1997-05-12"
11,11,"Jim","Courier","USA",1516,"1997-05-12"
12,3,"Boris","Becker","GER",1508,"1997-05-12"
13,9,"Thomas","Enqvist","SWE",1446,"1997-05-12"
14,37,"Marat","Safin","RUS",1423,"1997-05-12"
15,12,"Richard","Krajicek","NED",1371,"1997-05-12"
16,43,"Albert","Costa","ESP",1306,"1997-05-12"
17,16,"Michael","Stich","GER",1212,"1997-05-12"
18,49,"Tim","Henman","GBR",1192,"1997-05-12"
19,59,"Patrick","Rafter","AUS",1103,"1997-05-12"
20,67,"Gustavo","Kuerten","BRA",1091,"1997-05-12"
21,26,"Grant","Connell","CAN",1020,"1997-05-12"
22,29,"Cedric","Pioline","FRA",989,"1997-05-12"
23,22,"Greg","Rusedski","GBR",981,"1997-05-12"
24,10,"Goran","Ivanisevic","CRO",963,"1997-05-12"
25,8,"Mark","Philippoussis","AUS",941,"1997-05-12"
26,39,"Hicham","Arazi","MAR",891,"1997-05-12"
27,5,"Thomas","Muster","AUT",877,"1997-05-12"
28,7,"Yevgeny","Kafelnikow","RUS",858,"1997-05-12"
29,14,"Marc","Rosset","SUI",836,"1997-05-12"
30,15,"Andrea","Gaudenzi","ITA",822,"1997-05-12"
31,19,"Todd","Martin","USA",753,"1997-05-12"
32,17,"Arnaud","Boetsch","FRA",646,"1997-05-12"
33,18,"Andrei","Medvedev","UKR",565,"1997-05-12"
34,4,"Wayne","Ferreira","RSA",560,"1997-05-12"
35,33,"Javier","Frana","ARG",533,"1997-05-12"
36,27,"Byron","Black","ZIM",529,"1997-05-12"
37,21,"Bartlomiej","Dabrowski","POL",398,"1997-05-12"
38,48,"Sebastien","Grosjean","FRA",352,"1997-05-12"
39,47,"Mariano","Zabaleta","ARG",339,"1997-05-12"
40,25,"Mark","Knowles","BAH",311,"1997-05-12"
41,35,"Nicolas","Periera","URG",302,"1997-05-12"
42,55,"Richey","Reneberg","USA",301,"1997-05-12"
43,46,"Oliver","Gross","GER",297,"1997-05-12"
44,31,"Kenneth","Carlsen","DEN",285,"1997-05-12"
45,20,"Wojciech","Kowalski","POL",276,"1997-05-12"
46,61,"Mark","Woodforde","AUS",254,"1997-05-12"
47,32,"Olivier","Rochus","BEL",228,"1997-05-12"
48,40,"Leander","Paes","IND",212,"1997-05-12"
49,41,"Shuzo","Matsuoka","JPN",141,"1997-05-12"
50,53,"Jan","Siemerink","NED",134,"1997-05-12"
51,69,"Magnuss","Larsson","SWE",120,"1997-05-12"
52,60,"Todd","Woodbridge","AUS",108,"1997-05-12"
53,54,"Christian","Ruud","NOR",90,"1997-05-12"
54,58,"Adrian","Voinea","ROM",86,"1997-05-12"
55,73,"Andrew","Ilie","AUS",85,"1997-05-12"
56,45,"Wolfgang","Schranz","AUT",80,"1997-05-12"
57,52,"Paul","Haarhuis","NED",60,"1997-05-12"
58,65,"Marcos","Ondruska","RSA",55,"1997-05-12"
59,50,"Vladimir","Voltchkov","BLR",37,"1997-05-12"
60,63,"Martin","Damm","CZE",34,"1997-05-12"
61,30,"Alejandro","Hernandez","MEX",30,"1997-05-12"
61,68,"Fernando","Meligeni","BRA",30,"1997-05-12"
63,57,"Nicolas","Lapentti","ECU",28,"1997-05-12"
64,64,"Orlin","Stanoytchev","BUL",26,"1997-05-12"
64,66,"Noam","Behr","ISR",26,"1997-05-12"
66,51,"Mark","Petchey","GBR",6,"1997-05-12"
67,24,"Pan","Bing","CHN",4,"1997-05-12"
67,71,"Jason","Stoltenberg","AUS",4,"1997-05-12"
69,38,"Bernardo","Mota","POR",3,"1997-05-12"
70,70,"Brett","Steven","NZL",2,"1997-05-12"
0,0,"A","B","c",0,"1971-01-01"
1,1,"Pete","Sampras","USA",3164,"1997-05-19"
2,23,"Stefan","Edberg","SWE",2688,"1997-05-19"
3,34,"Marcelo","Rios","CHI",2243,"1997-05-19"
4,36,"Carlos","Moya","ESP",2088,"1997-05-19"
5,28,"Guy","Forget","FRA",1835,"1997-05-19"
6,44,"Petr","Korda","CZE",1746,"1997-05-19"
7,2,"Andre","Agassi","USA",1673,"1997-05-19"
8,56,"Nicolas","Kiefer","GER",1670,"1997-05-19"
9,13,"Sergi","Bruguera","ESP",1653,"1997-05-19"
10,6,"Michael","Chang","USA",1613,"1997-05-19"
11,9,"Thomas","Enqvist","SWE",1543,"1997-05-19"
12,11,"Jim","Courier","USA",1518,"1997-05-19"
13,3,"Boris","Becker","GER",1512,"1997-05-19"
14,37,"Marat","Safin","RUS",1463,"1997-05-19"
15,12,"Richard","Krajicek","NED",1375,"1997-05-19"
16,16,"Michael","Stich","GER",1212,"1997-05-19"
17,49,"Tim","Henman","GBR",1192,"1997-05-19"
18,43,"Albert","Costa","ESP",1124,"1997-05-19"
19,59,"Patrick","Rafter","AUS",1103,"1997-05-19"
20,67,"Gustavo","Kuerten","BRA",1091,"1997-05-19"
21,15,"Andrea","Gaudenzi","ITA",1009,"1997-05-19"
22,29,"Cedric","Pioline","FRA",985,"1997-05-19"
23,22,"Greg","Rusedski","GBR",981,"1997-05-19"
24,10,"Goran","Ivanisevic","CRO",963,"1997-05-19"
25,26,"Grant","Connell","CAN",942,"1997-05-19"
26,39,"Hicham","Arazi","MAR",921,"1997-05-19"
27,8,"Mark","Philippoussis","AUS",901,"1997-05-19"
28,5,"Thomas","Muster","AUT",873,"1997-05-19"
29,7,"Yevgeny","Kafelnikow","RUS",854,"1997-05-19"
30,14,"Marc","Rosset","SUI",836,"1997-05-19"
31,19,"Todd","Martin","USA",723,"1997-05-19"
32,17,"Arnaud","Boetsch","FRA",646,"1997-05-19"
33,21,"Bartlomiej","Dabrowski","POL",580,"1997-05-19"
34,18,"Andrei","Medvedev","UKR",563,"1997-05-19"
35,4,"Wayne","Ferreira","RSA",560,"1997-05-19"
36,27,"Byron","Black","ZIM",529,"1997-05-19"
37,33,"Javier","Frana","ARG",503,"1997-05-19"
38,20,"Wojciech","Kowalski","POL",362,"1997-05-19"
39,48,"Sebastien","Grosjean","FRA",352,"1997-05-19"
40,47,"Mariano","Zabaleta","ARG",339,"1997-05-19"
41,25,"Mark","Knowles","BAH",337,"1997-05-19"
42,55,"Richey","Reneberg","USA",303,"1997-05-19"
43,35,"Nicolas","Periera","URG",300,"1997-05-19"
44,46,"Oliver","Gross","GER",297,"1997-05-19"
45,31,"Kenneth","Carlsen","DEN",285,"1997-05-19"
46,61,"Mark","Woodforde","AUS",254,"1997-05-19"
47,32,"Olivier","Rochus","BEL",228,"1997-05-19"
48,40,"Leander","Paes","IND",212,"1997-05-19"
49,41,"Shuzo","Matsuoka","JPN",141,"1997-05-19"
50,53,"Jan","Siemerink","NED",134,"1997-05-19"
51,69,"Magnuss","Larsson","SWE",120,"1997-05-19"
52,60,"Todd","Woodbridge","AUS",108,"1997-05-19"
53,54,"Christian","Ruud","NOR",90,"1997-05-19"
54,73,"Andrew","Ilie","AUS",87,"1997-05-19"
55,58,"Adrian","Voinea","ROM",86,"1997-05-19"
56,45,"Wolfgang","Schranz","AUT",80,"1997-05-19"
57,52,"Paul","Haarhuis","NED",60,"1997-05-19"
58,65,"Marcos","Ondruska","RSA",55,"1997-05-19"
59,50,"Vladimir","Voltchkov","BLR",37,"1997-05-19"
60,63,"Martin","Damm","CZE",34,"1997-05-19"
61,30,"Alejandro","Hernandez","MEX",30,"1997-05-19"
61,68,"Fernando","Meligeni","BRA",30,"1997-05-19"
63,57,"Nicolas","Lapentti","ECU",28,"1997-05-19"
64,64,"Orlin","Stanoytchev","BUL",26,"1997-05-19"
64,66,"Noam","Behr","ISR",26,"1997-05-19"
66,51,"Mark","Petchey","GBR",6,"1997-05-19"
67,24,"Pan","Bing","CHN",4,"1997-05-19"
67,71,"Jason","Stoltenberg","AUS",4,"1997-05-19"
69,38,"Bernardo","Mota","POR",3,"1997-05-19"
70,70,"Brett","Steven","NZL",2,"1997-05-19"
0,0,"A","B","c",0,"1971-01-01"
1,1,"Pete","Sampras","USA",3164,"1997-05-26"
2,23,"Stefan","Edberg","SWE",2688,"1997-05-26"
3,36,"Carlos","Moya","ESP",2088,"1997-05-26"
4,34,"Marcelo","Rios","CHI",2016,"1997-05-26"
5,28,"Guy","Forget","FRA",1835,"1997-05-26"
6,2,"Andre","Agassi","USA",1673,"1997-05-26"
7,56,"Nicolas","Kiefer","GER",1670,"1997-05-26"
8,13,"Sergi","Bruguera","ESP",1653,"1997-05-26"
9,44,"Petr","Korda","CZE",1564,"1997-05-26"
10,9,"Thomas","Enqvist","SWE",1543,"1997-05-26"
11,6,"Michael","Chang","USA",1535,"1997-05-26"
12,11,"Jim","Courier","USA",1518,"1997-05-26"
13,3,"Boris","Becker","GER",1512,"1997-05-26"
14,37,"Marat","Safin","RUS",1463,"1997-05-26"
15,12,"Richard","Krajicek","NED",1375,"1997-05-26"
16,49,"Tim","Henman","GBR",1192,"1997-05-26"
17,16,"Michael","Stich","GER",1186,"1997-05-26"
18,43,"Albert","Costa","ESP",1124,"1997-05-26"
19,59,"Patrick","Rafter","AUS",1103,"1997-05-26"
20,67,"Gustavo","Kuerten","BRA",1091,"1997-05-26"
21,15,"Andrea","Gaudenzi","ITA",1005,"1997-05-26"
22,29,"Cedric","Pioline","FRA",985,"1997-05-26"
23,22,"Greg","Rusedski","GBR",981,"1997-05-26"
24,10,"Goran","Ivanisevic","CRO",963,"1997-05-26"
25,26,"Grant","Connell","CAN",942,"1997-05-26"
26,39,"Hicham","Arazi","MAR",921,"1997-05-26"
27,8,"Mark","Philippoussis","AUS",901,"1997-05-26"
28,7,"Yevgeny","Kafelnikow","RUS",854,"1997-05-26"
29,14,"Marc","Rosset","SUI",836,"1997-05-26"
30,19,"Todd","Martin","USA",763,"1997-05-26"
31,5,"Thomas","Muster","AUT",760,"1997-05-26"
32,33,"Javier","Frana","ARG",730,"1997-05-26"
33,17,"Arnaud","Boetsch","FRA",646,"1997-05-26"
34,4,"Wayne","Ferreira","RSA",600,"1997-05-26"
35,18,"Andrei","Medvedev","UKR",563,"1997-05-26"
36,21,"Bartlomiej","Dabrowski","POL",554,"1997-05-26"
37,27,"Byron","Black","ZIM",529,"1997-05-26"
38,47,"Mariano","Zabaleta","ARG",521,"1997-05-26"
39,48,"Sebastien","Grosjean","FRA",449,"1997-05-26"
40,20,"Wojciech","Kowalski","POL",362,"1997-05-26"
41,55,"Richey","Reneberg","USA",303,"1997-05-26"
42,35,"Nicolas","Periera","URG",300,"1997-05-26"
43,25,"Mark","Knowles","BAH",297,"1997-05-26"
43,46,"Oliver","Gross","GER",297,"1997-05-26"
45,31,"Kenneth","Carlsen","DEN",285,"1997-05-26"
46,61,"Mark","Woodforde","AUS",254,"1997-05-26"
47,40,"Leander","Paes","IND",212,"1997-05-26"
48,32,"Olivier","Rochus","BEL",196,"1997-05-26"
49,41,"Shuzo","Matsuoka","JPN",141,"1997-05-26"
50,53,"Jan","Siemerink","NED",134,"1997-05-26"
51,69,"Magnuss","Larsson","SWE",120,"1997-05-26"
52,73,"Andrew","Ilie","AUS",117,"1997-05-26"
53,63,"Martin","Damm","CZE",112,"1997-05-26"
54,60,"Todd","Woodbridge","AUS",108,"1997-05-26"
55,54,"Christian","Ruud","NOR",90,"1997-05-26"
56,58,"Adrian","Voinea","ROM",86,"1997-05-26"
57,45,"Wolfgang","Schranz","AUT",84,"1997-05-26"
58,52,"Paul","Haarhuis","NED",60,"1997-05-26"
59,30,"Alejandro","Hernandez","MEX",56,"1997-05-26"
60,65,"Marcos","Ondruska","RSA",55,"1997-05-26"
61,50,"Vladimir","Voltchkov","BLR",37,"1997-05-26"
62,68,"Fernando","Meligeni","BRA",30,"1997-05-26"
63,57,"Nicolas","Lapentti","ECU",28,"1997-05-26"
63,66,"Noam","Behr","ISR",28,"1997-05-26"
65,64,"Orlin","Stanoytchev","BUL",26,"1997-05-26"
66,51,"Mark","Petchey","GBR",6,"1997-05-26"
67,24,"Pan","Bing","CHN",4,"1997-05-26"
67,71,"Jason","Stoltenberg","AUS",4,"1997-05-26"
69,38,"Bernardo","Mota","POR",3,"1997-05-26"
70,70,"Brett","Steven","NZL",2,"1997-05-26"
70,74,"Daniel","Elsner","GER",2,"1997-05-26"
0,0,"A","B","c",0,"1971-01-01"
1,23,"Stefan","Edberg","SWE",2658,"1997-06-02"
2,36,"Carlos","Moya","ESP",2205,"1997-06-02"
3,1,"Pete","Sampras","USA",2199,"1997-06-02"
4,34,"Marcelo","Rios","CHI",2051,"1997-06-02"
5,28,"Guy","Forget","FRA",1803,"1997-06-02"
6,5,"Thomas","Muster","AUT",1765,"1997-06-02"
7,2,"Andre","Agassi","USA",1673,"1997-06-02"
8,56,"Nicolas","Kiefer","GER",1672,"1997-06-02"
9,67,"Gustavo","Kuerten","BRA",1658,"1997-06-02"
10,13,"Sergi","Bruguera","ESP",1655,"1997-06-02"
11,6,"Michael","Chang","USA",1532,"1997-06-02"
12,3,"Boris","Becker","GER",1502,"1997-06-02"
13,9,"Thomas","Enqvist","SWE",1501,"1997-06-02"
14,11,"Jim","Courier","USA",1498,"1997-06-02"
15,37,"Marat","Safin","RUS",1495,"1997-06-02"
16,16,"Michael","Stich","GER",1306,"1997-06-02"
17,49,"Tim","Henman","GBR",1224,"1997-06-02"
18,59,"Patrick","Rafter","AUS",1200,"1997-06-02"
19,12,"Richard","Krajicek","NED",1145,"1997-06-02"
20,43,"Albert","Costa","ESP",1121,"1997-06-02"
21,26,"Grant","Connell","CAN",1059,"1997-06-02"
22,15,"Andrea","Gaudenzi","ITA",1010,"1997-06-02"
23,44,"Petr","Korda","CZE",997,"1997-06-02"
24,29,"Cedric","Pioline","FRA",985,"1997-06-02"
25,22,"Greg","Rusedski","GBR",981,"1997-06-02"
26,10,"Goran","Ivanisevic","CRO",961,"1997-06-02"
27,8,"Mark","Philippoussis","AUS",943,"1997-06-02"
28,39,"Hicham","Arazi","MAR",923,"1997-06-02"
29,7,"Yevgeny","Kafelnikow","RUS",854,"1997-06-02"
30,14,"Marc","Rosset","SUI",831,"1997-06-02"
31,33,"Javier","Frana","ARG",725,"1997-06-02"
32,19,"Todd","Martin","USA",658,"1997-06-02"
33,17,"Arnaud","Boetsch","FRA",616,"1997-06-02"
34,4,"Wayne","Ferreira","RSA",598,"1997-06-02"
35,21,"Bartlomiej","Dabrowski","POL",552,"1997-06-02"
36,27,"Byron","Black","ZIM",487,"1997-06-02"
37,47,"Mariano","Zabaleta","ARG",484,"1997-06-02"
38,48,"Sebastien","Grosjean","FRA",449,"1997-06-02"
39,18,"Andrei","Medvedev","UKR",446,"1997-06-02"
40,20,"Wojciech","Kowalski","POL",362,"1997-06-02"
41,55,"Richey","Reneberg","USA",303,"1997-06-02"
42,35,"Nicolas","Periera","URG",300,"1997-06-02"
43,25,"Mark","Knowles","BAH",297,"1997-06-02"
43,46,"Oliver","Gross","GER",297,"1997-06-02"
45,31,"Kenneth","Carlsen","DEN",285,"1997-06-02"
46,61,"Mark","Woodforde","AUS",254,"1997-06-02"
47,40,"Leander","Paes","IND",212,"1997-06-02"
48,32,"Olivier","Rochus","BEL",196,"1997-06-02"
49,41,"Shuzo","Matsuoka","JPN",141,"1997-06-02"
50,53,"Jan","Siemerink","NED",134,"1997-06-02"
51,69,"Magnuss","Larsson","SWE",120,"1997-06-02"
52,73,"Andrew","Ilie","AUS",117,"1997-06-02"
53,63,"Martin","Damm","CZE",112,"1997-06-02"
54,60,"Todd","Woodbridge","AUS",108,"1997-06-02"
55,54,"Christian","Ruud","NOR",90,"1997-06-02"
56,58,"Adrian","Voinea","ROM",86,"1997-06-02"
57,45,"Wolfgang","Schranz","AUT",84,"1997-06-02"
58,52,"Paul","Haarhuis","NED",60,"1997-06-02"
59,30,"Alejandro","Hernandez","MEX",56,"1997-06-02"
60,65,"Marcos","Ondruska","RSA",55,"1997-06-02"
61,50,"Vladimir","Voltchkov","BLR",37,"1997-06-02"
62,68,"Fernando","Meligeni","BRA",30,"1997-06-02"
63,57,"Nicolas","Lapentti","ECU",28,"1997-06-02"
63,66,"Noam","Behr","ISR",28,"1997-06-02"
65,64,"Orlin","Stanoytchev","BUL",26,"1997-06-02"
66,51,"Mark","Petchey","GBR",6,"1997-06-02"
67,24,"Pan","Bing","CHN",4,"1997-06-02"
67,71,"Jason","Stoltenberg","AUS",4,"1997-06-02"
69,38,"Bernardo","Mota","POR",3,"1997-06-02"
70,70,"Brett","Steven","NZL",2,"1997-06-02"
70,74,"Daniel","Elsner","GER",2,"1997-06-02"
0,0,"A","B","c",0,"1971-01-01"
1,23,"Stefan","Edberg","SWE",2654,"1997-06-16"
2,1,"Pete","Sampras","USA",2195,"1997-06-16"
3,34,"Marcelo","Rios","CHI",2049,"1997-06-16"
4,36,"Carlos","Moya","ESP",2023,"1997-06-16"
5,28,"Guy","Forget","FRA",1803,"1997-06-16"
6,5,"Thomas","Muster","AUT",1735,"1997-06-16"
7,56,"Nicolas","Kiefer","GER",1674,"1997-06-16"
8,67,"Gustavo","Kuerten","BRA",1658,"1997-06-16"
9,13,"Sergi","Bruguera","ESP",1653,"1997-06-16"
10,2,"Andre","Agassi","USA",1595,"1997-06-16"
11,6,"Michael","Chang","USA",1530,"1997-06-16"
12,9,"Thomas","Enqvist","SWE",1501,"1997-06-16"
13,3,"Boris","Becker","GER",1498,"1997-06-16"
13,11,"Jim","Courier","USA",1498,"1997-06-16"
15,37,"Marat","Safin","RUS",1495,"1997-06-16"
16,16,"Michael","Stich","GER",1306,"1997-06-16"
17,59,"Patrick","Rafter","AUS",1230,"1997-06-16"
18,49,"Tim","Henman","GBR",1208,"1997-06-16"
19,10,"Goran","Ivanisevic","CRO",1148,"1997-06-16"
20,12,"Richard","Krajicek","NED",1145,"1997-06-16"
21,43,"Albert","Costa","ESP",1121,"1997-06-16"
22,26,"Grant","Connell","CAN",1059,"1997-06-16"
23,15,"Andrea","Gaudenzi","ITA",1010,"1997-06-16"
24,44,"Petr","Korda","CZE",997,"1997-06-16"
25,22,"Greg","Rusedski","GBR",985,"1997-06-16"
25,29,"Cedric","Pioline","FRA",985,"1997-06-16"
27,39,"Hicham","Arazi","MAR",893,"1997-06-16"
28,7,"Yevgeny","Kafelnikow","RUS",852,"1997-06-16"
29,33,"Javier","Frana","ARG",811,"1997-06-16"
30,8,"Mark","Philippoussis","AUS",763,"1997-06-16"
31,19,"Todd","Martin","USA",658,"1997-06-16"
32,14,"Marc","Rosset","SUI",636,"1997-06-16"
33,17,"Arnaud","Boetsch","FRA",616,"1997-06-16"
34,4,"Wayne","Ferreira","RSA",566,"1997-06-16"
35,21,"Bartlomiej","Dabrowski","POL",552,"1997-06-16"
36,20,"Wojciech","Kowalski","POL",544,"1997-06-16"
37,27,"Byron","Black","ZIM",487,"1997-06-16"
38,47,"Mariano","Zabaleta","ARG",486,"1997-06-16"
39,48,"Sebastien","Grosjean","FRA",449,"1997-06-16"
40,18,"Andrei","Medvedev","UKR",360,"1997-06-16"
41,31,"Kenneth","Carlsen","DEN",315,"1997-06-16"
42,55,"Richey","Reneberg","USA",303,"1997-06-16"
43,35,"Nicolas","Periera","URG",302,"1997-06-16"
44,25,"Mark","Knowles","BAH",297,"1997-06-16"
44,46,"Oliver","Gross","GER",297,"1997-06-16"
46,53,"Jan","Siemerink","NED",290,"1997-06-16"
47,61,"Mark","Woodforde","AUS",256,"1997-06-16"
48,40,"Leander","Paes","IND",252,"1997-06-16"
49,32,"Olivier","Rochus","BEL",196,"1997-06-16"
50,41,"Shuzo","Matsuoka","JPN",141,"1997-06-16"
51,69,"Magnuss","Larsson","SWE",120,"1997-06-16"
52,73,"Andrew","Ilie","AUS",117,"1997-06-16"
53,52,"Paul","Haarhuis","NED",116,"1997-06-16"
54,63,"Martin","Damm","CZE",112,"1997-06-16"
55,60,"Todd","Woodbridge","AUS",108,"1997-06-16"
56,54,"Christian","Ruud","NOR",90,"1997-06-16"
57,58,"Adrian","Voinea","ROM",86,"1997-06-16"
58,45,"Wolfgang","Schranz","AUT",84,"1997-06-16"
59,30,"Alejandro","Hernandez","MEX",56,"1997-06-16"
60,65,"Marcos","Ondruska","RSA",55,"1997-06-16"
61,50,"Vladimir","Voltchkov","BLR",37,"1997-06-16"
62,62,"Mats","Wilander","SWE",30,"1997-06-16"
62,68,"Fernando","Meligeni","BRA",30,"1997-06-16"
62,75,"Alberto","Martinez","ESP",30,"1997-06-16"
65,57,"Nicolas","Lapentti","ECU",28,"1997-06-16"
65,66,"Noam","Behr","ISR",28,"1997-06-16"
67,64,"Orlin","Stanoytchev","BUL",26,"1997-06-16"
68,51,"Mark","Petchey","GBR",6,"1997-06-16"
69,24,"Pan","Bing","CHN",4,"1997-06-16"
69,71,"Jason","Stoltenberg","AUS",4,"1997-06-16"
71,38,"Bernardo","Mota","POR",3,"1997-06-16"
72,70,"Brett","Steven","NZL",2,"1997-06-16"
72,74,"Daniel","Elsner","GER",2,"1997-06-16"
0,0,"A","B","c",0,"1971-01-01"
1,23,"Stefan","Edberg","SWE",2654,"1997-06-23"
2,1,"Pete","Sampras","USA",2195,"1997-06-23"
3,34,"Marcelo","Rios","CHI",2049,"1997-06-23"
4,36,"Carlos","Moya","ESP",2023,"1997-06-23"
5,13,"Sergi","Bruguera","ESP",1805,"1997-06-23"
6,5,"Thomas","Muster","AUT",1735,"1997-06-23"
7,56,"Nicolas","Kiefer","GER",1674,"1997-06-23"
8,67,"Gustavo","Kuerten","BRA",1658,"1997-06-23"
9,2,"Andre","Agassi","USA",1595,"1997-06-23"
10,28,"Guy","Forget","FRA",1576,"1997-06-23"
11,6,"Michael","Chang","USA",1530,"1997-06-23"
12,3,"Boris","Becker","GER",1498,"1997-06-23"
12,11,"Jim","Courier","USA",1498,"1997-06-23"
14,37,"Marat","Safin","RUS",1495,"1997-06-23"
15,9,"Thomas","Enqvist","SWE",1423,"1997-06-23"
16,16,"Michael","Stich","GER",1306,"1997-06-23"
17,59,"Patrick","Rafter","AUS",1230,"1997-06-23"
18,49,"Tim","Henman","GBR",1178,"1997-06-23"
19,10,"Goran","Ivanisevic","CRO",1176,"1997-06-23"
20,12,"Richard","Krajicek","NED",1145,"1997-06-23"
21,26,"Grant","Connell","CAN",1059,"1997-06-23"
22,15,"Andrea","Gaudenzi","ITA",1008,"1997-06-23"
23,44,"Petr","Korda","CZE",997,"1997-06-23"
24,8,"Mark","Philippoussis","AUS",990,"1997-06-23"
25,29,"Cedric","Pioline","FRA",983,"1997-06-23"
26,43,"Albert","Costa","ESP",939,"1997-06-23"
27,39,"Hicham","Arazi","MAR",893,"1997-06-23"
28,7,"Yevgeny","Kafelnikow","RUS",852,"1997-06-23"
29,33,"Javier","Frana","ARG",813,"1997-06-23"
30,22,"Greg","Rusedski","GBR",807,"1997-06-23"
31,4,"Wayne","Ferreira","RSA",675,"1997-06-23"
32,14,"Marc","Rosset","SUI",632,"1997-06-23"
33,19,"Todd","Martin","USA",628,"1997-06-23"
34,17,"Arnaud","Boetsch","FRA",616,"1997-06-23"
35,20,"Wojciech","Kowalski","POL",574,"1997-06-23"
36,47,"Mariano","Zabaleta","ARG",512,"1997-06-23"
37,48,"Sebastien","Grosjean","FRA",497,"1997-06-23"
38,27,"Byron","Black","ZIM",491,"1997-06-23"
39,21,"Bartlomiej","Dabrowski","POL",474,"1997-06-23"
40,18,"Andrei","Medvedev","UKR",360,"1997-06-23"
41,55,"Richey","Reneberg","USA",357,"1997-06-23"
42,31,"Kenneth","Carlsen","DEN",315,"1997-06-23"
43,35,"Nicolas","Periera","URG",304,"1997-06-23"
44,25,"Mark","Knowles","BAH",297,"1997-06-23"
45,46,"Oliver","Gross","GER",293,"1997-06-23"
46,61,"Mark","Woodforde","AUS",256,"1997-06-23"
47,40,"Leander","Paes","IND",252,"1997-06-23"
48,53,"Jan","Siemerink","NED",219,"1997-06-23"
49,32,"Olivier","Rochus","BEL",196,"1997-06-23"
50,51,"Mark","Petchey","GBR",188,"1997-06-23"
51,41,"Shuzo","Matsuoka","JPN",141,"1997-06-23"
52,69,"Magnuss","Larsson","SWE",120,"1997-06-23"
53,58,"Adrian","Voinea","ROM",118,"1997-06-23"
54,73,"Andrew","Ilie","AUS",117,"1997-06-23"
55,52,"Paul","Haarhuis","NED",114,"1997-06-23"
56,63,"Martin","Damm","CZE",112,"1997-06-23"
57,60,"Todd","Woodbridge","AUS",108,"1997-06-23"
58,54,"Christian","Ruud","NOR",90,"1997-06-23"
59,45,"Wolfgang","Schranz","AUT",84,"1997-06-23"
60,30,"Alejandro","Hernandez","MEX",56,"1997-06-23"
61,65,"Marcos","Ondruska","RSA",55,"1997-06-23"
62,50,"Vladimir","Voltchkov","BLR",37,"1997-06-23"
63,62,"Mats","Wilander","SWE",30,"1997-06-23"
63,68,"Fernando","Meligeni","BRA",30,"1997-06-23"
63,75,"Alberto","Martinez","ESP",30,"1997-06-23"
