"Date","Tournament","TMN","Rnd","Win","Los","Score","Pts_W","Pts_L","Drop_date","Surface"
"1997-03-13","Indian Wells",0,8,56,34,"3-6 7-6 6-2",32,4,"1998-03-13","Hard"
"1997-03-13","Indian Wells",0,8,37,2,"6-7 6-4 7-6",32,4,"1998-03-13","Hard"
"1997-03-13","Indian Wells",0,8,11,29,"6-3 3-6 6-3",32,4,"1998-03-13","Hard"
"1997-03-13","Indian Wells",0,8,6,36,"4-6 6-2 6-4",32,4,"1998-03-13","Hard"
"1997-03-13","Indian Wells",0,8,13,28,"6-4 1-6 6-1",32,4,"1998-03-13","Hard"
"1997-03-14","Indian Wells",0,4,3,23,"6-4 7-5 0-0",65,0,"1998-03-14","Hard"
"1997-03-14","Indian Wells",0,4,56,19,"6-0 2-6 6-4",65,8,"1998-03-14","Hard"
"1997-03-14","Indian Wells",0,4,11,37,"6-2 3-6 6-4",65,8,"1998-03-14","Hard"
"1997-03-14","Indian Wells",0,4,6,13,"6-4 6-7 6-3",65,8,"1998-03-14","Hard"
"1997-03-15","Indian Wells",0,2,3,56,"4-6 7-6 6-4",130,16,"1998-03-15","Hard"
"1997-03-15","Indian Wells",0,2,11,6,"6-2 6-3 0-0",130,0,"1998-03-15","Hard"
"1997-03-16","Indian Wells",0,1,3,11,"6-3 5-7 7-5 7-6 0-0",260,32,"1998-03-16","Hard"
"1997-03-14","Copenhagen",0,4,4,62,"7-6 6-2 0-0",26,0,"1998-03-14","Hard"
"1997-03-14","Copenhagen",0,4,16,31,"6-3 6-2 0-0",26,0,"1998-03-14","Hard"
"1997-03-14","Copenhagen",0,4,26,18,"1-6 6-1 6-3",26,2,"1998-03-14","Hard"
"1997-03-14","Copenhagen",0,4,21,59,"6-4 3-6 6-4",26,2,"1998-03-14","Hard"
"1997-03-15","Copenhagen",0,2,16,4,"6-0 7-5 0-0",52,0,"1998-03-15","Hard"
"1997-03-15","Copenhagen",0,2,26,21,"7-5 3-6 6-3",52,4,"1998-03-15","Hard"
"1997-03-16","Copenhagen",0,1,16,26,"6-1 6-3 0-0",104,0,"1998-03-16","Hard"
"1997-03-21","St Petersburg",0,4,16,18,"5-7 6-2 6-3",26,2,"1998-03-21","Hard"
"1997-03-21","St Petersburg",0,4,10,42,"6-1 6-2 0-0",26,0,"1998-03-21","Hard"
"1997-03-21","St Petersburg",0,4,59,21,"6-2 6-4 0-0",26,0,"1998-03-21","Hard"
"1997-03-21","St Petersburg",0,4,50,17,"7-5 6-3 0-0",26,0,"1998-03-21","Hard"
"1997-03-22","St Petersburg",0,2,10,16,"7-6 6-3 0-0",52,0,"1998-03-22","Hard"
"1997-03-22","St Petersburg",0,2,59,50,"6-3 2-6 6-2",52,4,"1998-03-22","Hard"
"1997-03-23","St Petersburg",0,1,59,10,"2-6 6-3 6-0",104,8,"1998-03-23","Hard"
"1997-03-19","Key Biscayne",0,16,7,14,"6-2 6-3 0-0",16,0,"1998-03-19","Hard"
"1997-03-19","Key Biscayne",0,16,11,37,"6-4 7-6 0-0",16,0,"1998-03-19","Hard"
"1997-03-19","Key Biscayne",0,16,8,19,"5-7 6-2 6-3",16,2,"1998-03-19","Hard"
"1997-03-19","Key Biscayne",0,16,12,56,"4-6 6-1 6-4",16,2,"1998-03-19","Hard"
"1997-03-19","Key Biscayne",0,16,22,4,"6-1 6-4 0-0",16,0,"1998-03-19","Hard"
"1997-03-19","Key Biscayne",0,16,5,49,"6-3 6-4 0-0",16,0,"1998-03-19","Hard"
"1997-03-19","Key Biscayne",0,16,29,44,"6-4 2-6 6-3",16,2,"1998-03-19","Hard"
"1997-03-19","Key Biscayne",0,16,13,9,"6-3 6-7 6-4",16,2,"1998-03-19","Hard"
"1997-03-20","Key Biscayne",0,8,7,23,"6-4 5-7 6-3",32,4,"1998-03-20","Hard"
"1997-03-20","Key Biscayne",0,8,6,11,"6-1 6-4 0-0",32,0,"1998-03-20","Hard"
"1997-03-20","Key Biscayne",0,8,8,28,"6-4 7-6 0-0",32,0,"1998-03-20","Hard"
"1997-03-20","Key Biscayne",0,8,12,2,"6-1 6-4 0-0",32,0,"1998-03-20","Hard"
"1997-03-20","Key Biscayne",0,8,22,3,"6-0 7-6 0-0",32,0,"1998-03-20","Hard"
"1997-03-20","Key Biscayne",0,8,5,34,"6-3 6-4 0-0",32,0,"1998-03-20","Hard"
"1997-03-20","Key Biscayne",0,8,1,29,"6-2 3-6 6-3",32,4,"1998-03-20","Hard"
"1997-03-20","Key Biscayne",0,8,36,13,"6-1 7-5 0-0",32,0,"1998-03-20","Hard"
"1997-03-21","Key Biscayne",0,4,6,7,"6-4 4-6 7-5",65,8,"1998-03-21","Hard"
"1997-03-21","Key Biscayne",0,4,12,8,"7-6 6-3 0-0",65,0,"1998-03-21","Hard"
"1997-03-21","Key Biscayne",0,4,22,5,"4-6 6-2 6-3",65,8,"1998-03-21","Hard"
"1997-03-21","Key Biscayne",0,4,1,36,"6-1 7-6 0-0",65,0,"1998-03-21","Hard"
"1997-03-22","Key Biscayne",0,2,6,12,"6-2 6-2 0-0",130,0,"1998-03-22","Hard"
"1997-03-22","Key Biscayne",0,2,1,22,"6-4 6-3 0-0",130,0,"1998-03-22","Hard"
"1997-03-23","Key Biscayne",0,1,1,6,"6-4 6-4 6-3 0-0 0-0",260,0,"1998-03-23","Hard"
"1997-03-28","Casablanca",0,4,43,67,"2-6 6-4 6-2",26,2,"1998-03-28","Clay"
"1997-03-28","Casablanca",0,4,33,35,"4-6 6-4 6-3",26,2,"1998-03-28","Clay"
"1997-03-28","Casablanca",0,4,39,65,"6-3 7-6 0-0",26,0,"1998-03-28","Clay"
"1997-03-28","Casablanca",0,4,15,47,"6-3 6-4 0-0",26,0,"1998-03-28","Clay"
"1997-03-29","Casablanca",0,2,43,33,"6-4 6-3 0-0",52,0,"1998-03-29","Clay"
"1997-03-29","Casablanca",0,2,15,39,"6-3 7-5 0-0",52,0,"1998-03-29","Clay"
"1997-03-30","Casablanca",0,1,43,15,"6-3 3-6 7-6",104,8,"1998-03-30","Clay"
"1997-04-04","Calcutta",0,4,59,22,"7-5 6-1 0-0",26,0,"1998-04-04","Grass"
"1997-04-04","Calcutta",0,4,16,10,"6-3 6-4 0-0",26,0,"1998-04-04","Grass"
"1997-04-04","Calcutta",0,4,8,53,"7-6 3-6 6-2",26,2,"1998-04-04","Grass"
"1997-04-04","Calcutta",0,4,55,40,"7-5 6-4 0-0",26,0,"1998-04-04","Grass"
"1997-04-05","Calcutta",0,2,16,59,"6-4 2-6 6-1",52,4,"1998-04-05","Grass"
"1997-04-05","Calcutta",0,2,55,8,"6-2 7-6 0-0",52,0,"1998-04-05","Grass"
"1997-04-06","Calcutta",0,1,16,55,"6-3 7-6 0-0",104,0,"1998-04-06","Grass"
"1997-04-11","Estoril",0,4,43,39,"7-6 6-7 6-4",32,4,"1998-04-11","Clay"
"1997-04-11","Estoril",0,4,15,14,"6-4 6-3 0-0",32,0,"1998-04-11","Clay"
"1997-04-11","Estoril",0,4,9,38,"6-4 6-4 0-0",32,0,"1998-04-11","Clay"
"1997-04-11","Estoril",0,4,67,26,"6-1 6-4 0-0",32,0,"1998-04-11","Clay"
"1997-04-12","Estoril",0,2,15,43,"4-6 6-3 6-1",65,8,"1998-04-12","Clay"
"1997-04-12","Estoril",0,2,67,9,"6-3 6-3 0-0",65,0,"1998-04-12","Clay"
"1997-04-13","Estoril",0,1,67,15,"6-7 7-6 6-2",130,16,"1998-04-13","Clay"
"1997-04-11","New Delhi",0,4,63,4,"7-5 4-6 6-4",26,2,"1998-04-11","Hard"
"1997-04-11","New Delhi",0,4,46,51,"4-6 6-2 6-1",26,2,"1998-04-11","Hard"
"1997-04-11","New Delhi",0,4,40,20,"6-2 6-1 0-0",26,0,"1998-04-11","Hard"
"1997-04-11","New Delhi",0,4,69,45,"5-7 6-2 6-2",26,2,"1998-04-11","Hard"
"1997-04-12","New Delhi",0,2,46,63,"6-3 4-6 6-3",52,4,"1998-04-12","Hard"
"1997-04-12","New Delhi",0,2,69,40,"7-6 7-5 0-0",52,0,"1998-04-12","Hard"
"1997-04-13","New Delhi",0,1,46,69,"6-4 6-2 0-0",104,0,"1998-04-13","Hard"
"1997-04-11","Hong Kong",0,4,22,16,"6-4 3-6 6-3",26,2,"1998-04-11","Hard"
"1997-04-11","Hong Kong",0,4,17,24,"6-2 6-3 0-0",26,0,"1998-04-11","Hard"
"1997-04-11","Hong Kong",0,4,10,7,"6-1 6-4 0-0",26,0,"1998-04-11","Hard"
"1997-04-11","Hong Kong",0,4,27,33,"6-3 6-4 0-0",26,0,"1998-04-11","Hard"
"1997-04-12","Hong Kong",0,2,22,17,"6-2 5-7 7-5",52,4,"1998-04-12","Hard"
"1997-04-12","Hong Kong",0,2,10,27,"6-3 6-3 0-0",52,0,"1998-04-12","Hard"
"1997-04-13","Hong Kong",0,1,10,22,"6-4 3-6 7-5",104,8,"1998-04-13","Hard"
"1997-04-17","Barcelona",0,8,33,67,"4-6 6-3 6-4",22,3,"1998-04-17","Clay"
"1997-04-17","Barcelona",0,8,15,26,"4-6 6-3 6-1",22,3,"1998-04-17","Clay"
"1997-04-17","Barcelona",0,8,39,14,"6-4 7-6 0-0",22,0,"1998-04-17","Clay"
"1997-04-17","Barcelona",0,8,47,38,"6-3 6-7 7-6",22,3,"1998-04-17","Clay"
"1997-04-18","Barcelona",0,4,36,33,"6-2 7-6 0-0",43,0,"1998-04-18","Clay"
"1997-04-18","Barcelona",0,4,9,15,"4-6 6-3 7-5",43,6,"1998-04-18","Clay"
"1997-04-18","Barcelona",0,4,39,43,"2-6 7-6 6-4",43,6,"1998-04-18","Clay"
"1997-04-18","Barcelona",0,4,13,47,"2-6 6-2 6-2",43,6,"1998-04-18","Clay"
"1997-04-19","Barcelona",0,2,9,36,"6-2 6-7 6-2",87,12,"1998-04-19","Clay"
"1997-04-19","Barcelona",0,2,13,39,"4-6 6-1 6-0",87,12,"1998-04-19","Clay"
"1997-04-20","Barcelona",0,1,9,13,"7-5 6-1 0-0",173,0,"1998-04-20","Clay"
"1997-04-17","Tokyo",0,8,27,41,"5-7 7-6 6-4",22,3,"1998-04-17","Hard"
"1997-04-17","Tokyo",0,8,17,19,"6-2 4-6 6-2",22,3,"1998-04-17","Hard"
"1997-04-17","Tokyo",0,8,8,18,"6-3 6-3 0-0",22,0,"1998-04-17","Hard"
"1997-04-17","Tokyo",0,8,16,4,"6-1 6-3 0-0",22,0,"1998-04-17","Hard"
"1997-04-18","Tokyo",0,4,28,27,"4-6 6-4 6-3",43,6,"1998-04-18","Hard"
"1997-04-18","Tokyo",0,4,17,49,"6-2 6-3 0-0",43,0,"1998-04-18","Hard"
"1997-04-18","Tokyo",0,4,44,8,"6-2 5-7 7-5",43,6,"1998-04-18","Hard"
"1997-04-18","Tokyo",0,4,16,56,"6-2 6-3 0-0",43,0,"1998-04-18","Hard"
"1997-04-19","Tokyo",0,2,17,28,"6-3 6-4 0-0",87,0,"1998-04-19","Hard"
"1997-04-19","Tokyo",0,2,16,44,"6-2 6-2 0-0",87,0,"1998-04-19","Hard"
"1997-04-20","Tokyo",0,1,16,17,"7-5 5-7 6-3",173,24,"1998-04-20","Hard"
"1997-04-18","Bermuda",0,4,21,73,"6-1 6-3 0-0",26,0,"1998-04-18","Clay"
"1997-04-18","Bermuda",0,4,46,45,"6-3 6-2 0-0",26,0,"1998-04-18","Clay"
"1997-04-18","Bermuda",0,4,25,48,"4-6 6-4 6-3",26,2,"1998-04-18","Clay"
"1997-04-18","Bermuda",0,4,20,35,"4-6 6-2 6-3",26,2,"1998-04-18","Clay"
"1997-04-19","Bermuda",0,2,21,46,"6-4 6-3 0-0",52,0,"1998-04-19","Clay"
"1997-04-19","Bermuda",0,2,20,25,"6-2 7-6 0-0",52,0,"1998-04-19","Clay"
"1997-04-20","Bermuda",0,1,20,21,"7-6 4-6 6-4",104,8,"1998-04-20","Clay"
"1997-04-24","Monte Carlo",0,8,23,9,"0-6 6-4 6-3",32,4,"1998-04-24","Clay"
"1997-04-24","Monte Carlo",0,8,44,2,"6-0 6-3 0-0",32,0,"1998-04-24","Clay"
"1997-04-24","Monte Carlo",0,8,34,3,"7-6 4-6 6-3",32,4,"1998-04-24","Clay"
"1997-04-24","Monte Carlo",0,8,12,56,"6-3 6-3 0-0",32,0,"1998-04-24","Clay"
"1997-04-24","Monte Carlo",0,8,36,6,"1-6 6-1 6-4",32,4,"1998-04-24","Clay"
"1997-04-24","Monte Carlo",0,8,13,11,"6-4 6-4 0-0",32,0,"1998-04-24","Clay"
"1997-04-24","Monte Carlo",0,8,1,5,"6-2 6-3 0-0",32,0,"1998-04-24","Clay"
"1997-04-24","Monte Carlo",0,8,37,28,"4-6 6-4 6-4",32,4,"1998-04-24","Clay"
"1997-04-25","Monte Carlo",0,4,23,44,"6-1 6-4 0-0",65,0,"1998-04-25","Clay"
"1997-04-25","Monte Carlo",0,4,34,12,"6-4 6-2 0-0",65,0,"1998-04-25","Clay"
"1997-04-25","Monte Carlo",0,4,36,13,"7-6 6-3 0-0",65,0,"1998-04-25","Clay"
"1997-04-25","Monte Carlo",0,4,1,37,"6-3 6-2 0-0",65,0,"1998-04-25","Clay"
"1997-04-26","Monte Carlo",0,2,34,23,"6-3 6-3 0-0",130,0,"1998-04-26","Clay"
"1997-04-26","Monte Carlo",0,2,1,36,"6-4 6-2 0-0",130,0,"1998-04-26","Clay"
"1997-04-27","Monte Carlo",0,1,1,34,"7-5 6-4 6-4 0-0 0-0",260,0,"1998-04-27","Clay"
"1997-04-25","Seoul",0,4,49,19,"6-4 6-3 3-6 6-4 0-0",26,2,"1998-04-25","Hard"
"1997-04-25","Seoul",0,4,10,17,"6-4 6-3 0-0",26,0,"1998-04-25","Hard"
"1997-04-25","Seoul",0,4,26,24,"6-3 6-2 0-0",26,0,"1998-04-25","Hard"
"1997-04-25","Seoul",0,4,41,14,"7-5 4-6 6-4",26,2,"1998-04-25","Hard"
"1997-04-26","Seoul",0,2,49,10,"4-6 6-4 6-4",52,4,"1998-04-26","Hard"
"1997-04-26","Seoul",0,2,26,41,"6-3 7-6 0-0",52,0,"1998-04-26","Hard"
"1997-04-27","Seoul",0,1,49,26,"6-1 6-4 0-0",104,0,"1998-04-27","Hard"
"1997-05-02","Atlanta",0,4,19,73,"3-6 6-1 6-4",26,2,"1998-05-02","Clay"
"1997-05-02","Atlanta",0,4,55,20,"4-6 6-3 6-1",26,2,"1998-05-02","Clay"
"1997-05-02","Atlanta",0,4,25,21,"6-3 7-6 0-0",26,0,"1998-05-02","Clay"
"1997-05-02","Atlanta",0,4,47,35,"3-6 7-6 6-2",26,2,"1998-05-02","Clay"
"1997-05-03","Atlanta",0,2,55,19,"6-7 6-4 7-6",52,4,"1998-05-03","Clay"
"1997-05-03","Atlanta",0,2,25,47,"6-4 2-6 6-3",52,4,"1998-05-03","Clay"
"1997-05-04","Atlanta",0,1,25,55,"4-6 6-2 6-4",104,8,"1998-05-04","Clay"
"1997-05-02","Prague",0,4,68,44,"1-6 6-1 7-6",26,2,"1998-05-02","Clay"
"1997-05-02","Prague",0,4,67,62,"6-3 6-2 0-0",26,0,"1998-05-02","Clay"
"1997-05-02","Prague",0,4,43,14,"7-6 0-6 6-4",26,2,"1998-05-02","Clay"
"1997-05-02","Prague",0,4,18,63,"6-1 0-6 6-4",26,2,"1998-05-02","Clay"
"1997-05-03","Prague",0,2,67,68,"6-3 6-7 6-4",52,4,"1998-05-03","Clay"
"1997-05-03","Prague",0,2,43,18,"7-5 6-4 0-0",52,0,"1998-05-03","Clay"
"1997-05-04","Prague",0,1,67,43,"6-2 6-3 0-0",104,0,"1998-05-04","Clay"
"1997-05-02","Munich",0,4,9,45,"6-3 6-7 6-3",26,2,"1998-05-02","Clay"
"1997-05-02","Munich",0,4,39,15,"6-3 2-6 7-5",26,2,"1998-05-02","Clay"
"1997-05-02","Munich",0,4,59,46,"6-2 4-6 6-4",26,2,"1998-05-02","Clay"
"1997-05-02","Munich",0,4,10,33,"6-4 6-3 0-0",26,0,"1998-05-02","Clay"
"1997-05-03","Munich",0,2,39,9,"6-4 3-6 6-4",52,4,"1998-05-03","Clay"
"1997-05-03","Munich",0,2,10,59,"6-0 7-5 0-0",52,0,"1998-05-03","Clay"
"1997-05-04","Munich",0,1,10,39,"6-3 7-5 0-0",104,0,"1998-05-04","Clay"
"1997-05-08","Hamburg",0,8,23,56,"6-3 6-2 0-0",32,0,"1998-05-08","Clay"
"1997-05-08","Hamburg",0,8,2,44,"3-6 7-6 6-3",32,4,"1998-05-08","Clay"
"1997-05-08","Hamburg",0,8,34,3,"1-6 7-6 6-3",32,4,"1998-05-08","Clay"
"1997-05-08","Hamburg",0,8,16,11,"6-2 2-6 6-3",32,4,"1998-05-08","Clay"
"1997-05-08","Hamburg",0,8,36,37,"2-6 6-4 6-4",32,4,"1998-05-08","Clay"
"1997-05-08","Hamburg",0,8,6,28,"6-1 7-6 0-0",32,0,"1998-05-08","Clay"
"1997-05-08","Hamburg",0,8,9,1,"2-6 6-3 6-0",32,4,"1998-05-08","Clay"
"1997-05-08","Hamburg",0,8,12,13,"6-4 6-3 0-0",32,0,"1998-05-08","Clay"
"1997-05-09","Hamburg",0,4,23,2,"6-0 6-3 0-0",65,0,"1998-05-09","Clay"
"1997-05-09","Hamburg",0,4,34,16,"6-2 7-5 0-0",65,0,"1998-05-09","Clay"
"1997-05-09","Hamburg",0,4,36,6,"5-7 6-3 6-4",65,8,"1998-05-09","Clay"
"1997-05-09","Hamburg",0,4,9,12,"3-6 6-3 6-3",65,8,"1998-05-09","Clay"
"1997-05-10","Hamburg",0,2,34,23,"6-2 6-4 0-0",130,0,"1998-05-10","Clay"
"1997-05-10","Hamburg",0,2,36,9,"6-1 6-4 0-0",130,0,"1998-05-10","Clay"
"1997-05-11","Hamburg",0,1,34,36,"6-4 2-6 6-3 6-3 0-0",260,32,"1998-05-11","Clay"
"1997-05-09","Houston",0,4,43,33,"6-2 6-3 0-0",26,0,"1998-05-09","Clay"
"1997-05-09","Houston",0,4,58,19,"4-6 6-4 7-5",26,2,"1998-05-09","Clay"
"1997-05-09","Houston",0,4,55,39,"1-6 6-2 6-2",26,2,"1998-05-09","Clay"
"1997-05-09","Houston",0,4,35,18,"3-6 6-2 6-1",26,2,"1998-05-09","Clay"
"1997-05-10","Houston",0,2,43,58,"7-6 2-6 6-4",52,4,"1998-05-10","Clay"
"1997-05-10","Houston",0,2,35,55,"6-1 6-4 0-0",52,0,"1998-05-10","Clay"
"1997-05-11","Houston",0,1,43,35,"6-2 3-6 7-5",104,8,"1998-05-11","Clay"
"1997-05-16","Coral Springs",0,4,39,55,"6-4 3-6 6-4",26,2,"1998-05-16","Clay"
"1997-05-16","Coral Springs",0,4,21,73,"1-6 6-3 6-3",26,2,"1998-05-16","Clay"
"1997-05-16","Coral Springs",0,4,20,19,"6-2 6-3 0-0",26,0,"1998-05-16","Clay"
"1997-05-16","Coral Springs",0,4,25,18,"7-6 3-6 6-4",26,2,"1998-05-16","Clay"
"1997-05-17","Coral Springs",0,2,21,39,"6-7 6-3 6-2",52,4,"1998-05-17","Clay"
"1997-05-17","Coral Springs",0,2,20,25,"6-4 7-5 0-0",52,0,"1998-05-17","Clay"
"1997-05-18","Coral Springs",0,1,21,20,"2-6 6-3 6-2",104,8,"1998-05-18","Clay"
"1997-05-15","Rome",0,8,23,11,"4-6 6-4 6-2",32,4,"1998-05-15","Clay"
"1997-05-15","Rome",0,8,9,12,"6-4 6-7 6-2",32,4,"1998-05-15","Clay"
"1997-05-15","Rome",0,8,15,36,"4-6 6-2 6-0",32,4,"1998-05-15","Clay"
"1997-05-15","Rome",0,8,28,13,"6-4 6-2 0-0",32,0,"1998-05-15","Clay"
"1997-05-15","Rome",0,8,34,56,"3-6 6-3 7-5",32,4,"1998-05-15","Clay"
"1997-05-15","Rome",0,8,44,3,"1-6 6-4 6-4",32,4,"1998-05-15","Clay"
"1997-05-15","Rome",0,8,1,2,"7-5 6-3 0-0",32,0,"1998-05-15","Clay"
"1997-05-15","Rome",0,8,37,6,"6-3 6-3 0-0",32,0,"1998-05-15","Clay"
"1997-05-16","Rome",0,4,9,23,"6-3 6-3 0-0",65,0,"1998-05-16","Clay"
"1997-05-16","Rome",0,4,15,28,"6-2 6-3 0-0",65,0,"1998-05-16","Clay"
"1997-05-16","Rome",0,4,44,34,"6-2 6-3 0-0",65,0,"1998-05-16","Clay"
"1997-05-16","Rome",0,4,1,37,"6-2 5-7 7-5",65,8,"1998-05-16","Clay"
"1997-05-17","Rome",0,2,15,9,"7-5 6-4 0-0",130,0,"1998-05-17","Clay"
"1997-05-17","Rome",0,2,1,44,"6-2 7-5 0-0",130,0,"1998-05-17","Clay"
"1997-05-18","Rome",0,1,1,15,"6-1 6-2 6-4 0-0 0-0",260,0,"1998-05-18","Clay"
"1997-05-23","St. Polten",0,4,19,45,"6-4 3-6 6-4",32,4,"1998-05-23","Clay"
"1997-05-23","St. Polten",0,4,48,18,"6-1 6-4 0-0",32,0,"1998-05-23","Clay"
"1997-05-23","St. Polten",0,4,33,17,"6-2 6-2 0-0",32,0,"1998-05-23","Clay"
"1997-05-23","St. Polten",0,4,4,21,"6-3 6-2 0-0",32,0,"1998-05-23","Clay"
"1997-05-24","St. Polten",0,2,48,19,"3-6 7-6 6-0",65,8,"1998-05-24","Clay"
"1997-05-24","St. Polten",0,2,33,4,"7-6 4-6 6-3",65,8,"1998-05-24","Clay"
"1997-05-25","St. Polten",0,1,33,48,"6-3 7-5 0-0",130,0,"1998-05-25","Clay"
"1997-05-23","Dusseldorf",0,4,73,14,"6-2 6-4 0-0",26,0,"1998-05-23","Clay"
"1997-05-23","Dusseldorf",0,4,63,46,"6-4 1-6 6-3",26,2,"1998-05-23","Clay"
"1997-05-23","Dusseldorf",0,4,47,74,"7-6 6-7 6-2",26,2,"1998-05-23","Clay"
"1997-05-23","Dusseldorf",0,4,30,66,"4-6 6-4 6-1",26,2,"1998-05-23","Clay"
"1997-05-24","Dusseldorf",0,2,63,73,"6-4 5-7 7-5",52,4,"1998-05-24","Clay"
"1997-05-24","Dusseldorf",0,2,47,30,"6-1 7-5 0-0",52,0,"1998-05-24","Clay"
"1997-05-25","Dusseldorf",0,1,47,63,"6-3 6-4 0-0",104,0,"1998-05-25","Clay"
"1997-05-28","Roland Garros",0,16,1,17,"7-6 3-6 7-5 6-4 0-0",32,2,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,59,43,"6-2 7-6 1-6 6-3 0-0",32,2,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,22,13,"4-6 7-6 6-2 6-3 0-0",32,2,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,67,29,"3-6 6-2 6-2 6-4 0-0",32,2,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,12,56,"6-2 2-6 6-1 6-3 0-0",32,2,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,3,9,"6-3 6-3 6-4 0-0 0-0",32,0,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,11,2,"2-6 6-3 6-4 6-1 0-0",32,2,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,8,10,"7-6 7-5 6-3 0-0 0-0",32,0,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,16,28,"3-6 6-4 4-6 7-5 6-4",32,5,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,37,19,"3-6 6-3 6-3 6-0 0-0",32,2,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,34,14,"6-3 7-5 6-4 0-0 0-0",32,0,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,26,44,"6-3 6-3 6-3 0-0 0-0",32,0,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,36,39,"3-6 6-2 6-3 7-6 0-0",32,2,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,7,15,"6-2 5-7 3-6 6-3 6-1",32,5,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,5,23,"6-3 2-6 6-2 6-4 0-0",32,2,"1998-05-28","Clay"
"1997-05-28","Roland Garros",0,16,49,6,"6-1 6-4 3-6 6-0 0-0",32,2,"1998-05-28","Clay"
"1997-05-29","Roland Garros",0,8,59,1,"6-4 4-6 6-4 1-6 7-5",65,10,"1998-05-29","Clay"
"1997-05-29","Roland Garros",0,8,67,22,"7-6 6-4 6-1 0-0 0-0",65,0,"1998-05-29","Clay"
"1997-05-29","Roland Garros",0,8,3,12,"7-6 6-2 4-6 6-2 0-0",65,5,"1998-05-29","Clay"
"1997-05-29","Roland Garros",0,8,11,8,"6-7 6-1 3-6 7-5 7-5",65,10,"1998-05-29","Clay"
"1997-05-29","Roland Garros",0,8,16,37,"6-2 6-4 6-4 0-0 0-0",65,0,"1998-05-29","Clay"
"1997-05-29","Roland Garros",0,8,26,34,"6-1 6-3 4-6 6-3 0-0",65,5,"1998-05-29","Clay"
"1997-05-29","Roland Garros",0,8,36,7,"3-6 6-4 6-0 6-4 0-0",65,5,"1998-05-29","Clay"
"1997-05-29","Roland Garros",0,8,5,49,"6-3 6-1 6-3 0-0 0-0",65,0,"1998-05-29","Clay"
"1997-05-30","Roland Garros",0,4,67,59,"6-3 7-6 6-1 0-0 0-0",130,0,"1998-05-30","Clay"
"1997-05-30","Roland Garros",0,4,11,3,"7-6 6-1 6-3 0-0 0-0",130,0,"1998-05-30","Clay"
"1997-05-30","Roland Garros",0,4,16,26,"4-6 6-2 6-7 6-4 6-3",130,20,"1998-05-30","Clay"
"1997-05-30","Roland Garros",0,4,5,36,"4-6 6-1 6-1 4-6 6-4",130,20,"1998-05-30","Clay"
"1997-05-31","Roland Garros",0,2,67,11,"6-2 7-5 5-7 6-4 0-0",260,20,"1998-05-31","Clay"
"1997-05-31","Roland Garros",0,2,5,16,"6-3 7-5 7-5 0-0 0-0",260,0,"1998-05-31","Clay"
"1997-06-01","Roland Garros",0,1,5,67,"7-6 6-1 6-7 4-6 6-2",520,80,"1998-06-01","Clay"
"1997-06-13","London",0,4,49,27,"6-3 6-3 0-0",32,0,"1998-06-13","Grass"
"1997-06-13","London",0,4,14,17,"6-4 6-4 0-0",32,0,"1998-06-13","Grass"
"1997-06-13","London",0,4,40,22,"6-4 1-6 6-1",32,4,"1998-06-13","Grass"
"1997-06-13","London",0,4,10,51,"6-1 6-4 0-0",32,0,"1998-06-13","Grass"
"1997-06-14","London",0,2,49,14,"6-4 6-4 0-0",65,0,"1998-06-14","Grass"
"1997-06-14","London",0,2,10,40,"3-6 6-2 6-4",65,8,"1998-06-14","Grass"
"1997-06-15","London",0,1,10,49,"6-4 7-6 0-0",130,0,"1998-06-15","Grass"
"1997-06-13","Rosmalen",0,4,52,56,"6-1 4-6 7-5",26,2,"1998-06-13","Grass"
"1997-06-13","Rosmalen",0,4,31,4,"7-6 6-2 0-0",26,0,"1998-06-13","Grass"
"1997-06-13","Rosmalen",0,4,59,8,"6-2 5-7 6-4",26,2,"1998-06-13","Grass"
"1997-06-13","Rosmalen",0,4,53,61,"7-6 3-6 7-6",26,2,"1998-06-13","Grass"
"1997-06-14","Rosmalen",0,2,52,31,"7-5 3-6 6-2",52,4,"1998-06-14","Grass"
"1997-06-14","Rosmalen",0,2,53,59,"4-6 6-1 7-6",52,4,"1998-06-14","Grass"
"1997-06-15","Rosmalen",0,1,53,52,"4-6 7-5 6-3",104,8,"1998-06-15","Grass"
"1997-06-13","Oporto",0,4,33,47,"6-1 3-6 6-2",26,2,"1998-06-13","Clay"
"1997-06-13","Oporto",0,4,62,35,"4-6 7-5 7-6",26,2,"1998-06-13","Clay"
