"Date","Tournament","TMN","Rnd","Win","Los","Score","Pts_W","Pts_L","Drop_date","Surface"
"1996-06-30","Wimbledon",0,16,11,53,"6-2 6-7 4-6 6-4 6-2",32,5,"1997-06-30","Grass"
"1996-06-30","Wimbledon",0,16,22,7,"7-5 6-4 7-6 0-0 0-0",32,0,"1997-06-30","Grass"
"1996-06-30","Wimbledon",0,16,18,44,"6-1 7-5 0-6 6-4 0-0",32,2,"1997-06-30","Grass"
"1996-06-30","Wimbledon",0,16,4,51,"6-3 6-3 6-3 0-0 0-0",32,0,"1997-06-30","Grass"
"1996-06-30","Wimbledon",0,16,23,49,"6-4 6-1 7-5 0-0 0-0",32,0,"1997-06-30","Grass"
"1996-06-30","Wimbledon",0,16,1,50,"6-1 6-4 2-6 2-6 6-4",32,5,"1997-06-30","Grass"
"1996-06-30","Wimbledon",0,16,19,6,"3-6 4-6 7-6 7-5 6-3",32,5,"1997-06-30","Grass"
"1996-07-01","Wimbledon",0,8,43,2,"6-7 7-5 7-6 2-6 6-3",65,10,"1997-07-01","Grass"
"1996-07-01","Wimbledon",0,8,34,28,"6-1 6-4 6-3 0-0 0-0",65,0,"1997-07-01","Grass"
"1996-07-01","Wimbledon",0,8,10,17,"6-2 6-3 5-7 6-4 0-0",65,5,"1997-07-01","Grass"
"1996-07-01","Wimbledon",0,8,9,8,"7-6 4-6 7-6 5-7 7-6",65,10,"1997-07-01","Grass"
"1996-07-01","Wimbledon",0,8,11,36,"6-4 7-6 6-1 0-0 0-0",65,0,"1997-07-01","Grass"
"1996-07-01","Wimbledon",0,8,22,18,"6-1 6-2 6-0 0-0 0-0",65,0,"1997-07-01","Grass"
"1996-07-01","Wimbledon",0,8,23,4,"4-6 6-0 6-2 6-3 0-0",65,5,"1997-07-01","Grass"
"1996-07-01","Wimbledon",0,8,1,19,"6-7 7-5 6-1 2-6 6-1",65,10,"1997-07-01","Grass"
"1996-07-02","Wimbledon",0,4,43,34,"3-6 6-2 6-7 6-2 6-4",130,20,"1997-07-02","Grass"
"1996-07-02","Wimbledon",0,4,9,10,"3-6 6-4 7-5 3-6 6-4",130,20,"1997-07-02","Grass"
"1996-07-02","Wimbledon",0,4,22,11,"7-5 7-5 4-6 6-4 0-0",130,10,"1997-07-02","Grass"
"1996-07-02","Wimbledon",0,4,23,1,"6-1 7-6 4-6 6-3 0-0",130,10,"1997-07-02","Grass"
"1996-07-03","Wimbledon",0,2,9,43,"5-7 6-3 6-4 4-6 6-2",260,40,"1997-07-03","Grass"
"1996-07-03","Wimbledon",0,2,23,22,"6-0 6-7 3-6 7-6 7-6",260,40,"1997-07-03","Grass"
"1996-07-04","Wimbledon",0,1,23,9,"6-2 6-3 6-3 0-0 0-0",520,0,"1997-07-04","Grass"
"1996-07-09","Gstaadt",0,4,13,5,"6-3 3-6 7-5",26,2,"1997-07-09","Clay"
"1996-07-09","Gstaadt",0,4,14,15,"6-1 6-3 0-0",26,0,"1997-07-09","Clay"
"1996-07-09","Gstaadt",0,4,39,20,"6-3 6-3 0-0",26,0,"1997-07-09","Clay"
"1996-07-09","Gstaadt",0,4,33,18,"6-3 6-3 0-0",26,0,"1997-07-09","Clay"
"1996-07-10","Gstaadt",0,2,13,14,"6-3 3-6 6-4",52,4,"1997-07-10","Clay"
"1996-07-10","Gstaadt",0,2,39,33,"7-5 6-1 0-0",52,0,"1997-07-10","Clay"
"1996-07-11","Gstaadt",0,1,39,13,"7-5 6-3 0-0",104,0,"1997-07-11","Clay"
"1996-07-09","Bastad",0,4,23,50,"4-6 6-0 6-4",26,2,"1997-07-09","Clay"
"1996-07-09","Bastad",0,4,37,31,"6-0 6-1 0-0",26,0,"1997-07-09","Clay"
"1996-07-09","Bastad",0,4,21,32,"6-3 6-2 0-0",26,0,"1997-07-09","Clay"
"1996-07-09","Bastad",0,4,54,9,"6-7 6-3 6-3",26,2,"1997-07-09","Clay"
"1996-07-09","Bastad",0,2,37,23,"6-1 6-3 0-0",52,0,"1997-07-10","Clay"
"1996-07-09","Bastad",0,2,21,54,"6-7 6-0 7-5",52,4,"1997-07-10","Clay"
"1996-07-11","Bastad",0,1,37,21,"6-2 6-4 0-0",104,0,"1997-07-11","Clay"
"1996-07-09","Newport",0,4,12,8,"7-5 7-5 0-0",26,0,"1997-07-09","Grass"
"1996-07-09","Newport",0,4,49,55,"6-1 7-6 0-0",26,0,"1997-07-09","Grass"
"1996-07-09","Newport",0,4,10,53,"6-4 1-6 7-5",26,2,"1997-07-09","Grass"
"1996-07-09","Newport",0,4,26,22,"6-4 6-4 0-0",26,0,"1997-07-09","Grass"
"1996-07-10","Newport",0,2,12,49,"6-3 5-7 6-3",52,4,"1997-07-10","Grass"
"1996-07-10","Newport",0,2,26,10,"6-3 6-0 0-0",52,0,"1997-07-10","Grass"
"1996-07-11","Newport",0,1,12,26,"6-4 3-6 6-2",104,8,"1997-07-11","Grass"
"1996-07-16","Stuttgart",0,8,21,39,"7-6 6-3 0-0",22,0,"1997-07-16","Clay"
"1996-07-16","Stuttgart",0,8,16,18,"7-5 6-4 0-0",22,0,"1997-07-16","Clay"
"1996-07-16","Stuttgart",0,8,13,33,"6-1 6-2 0-0",22,0,"1997-07-16","Clay"
"1996-07-16","Stuttgart",0,8,43,46,"6-4 5-7 6-4",22,3,"1997-07-16","Clay"
"1996-07-17","Stuttgart",0,4,36,21,"6-1 3-6 7-6",43,6,"1997-07-17","Clay"
"1996-07-17","Stuttgart",0,4,5,16,"7-5 7-6 0-0",43,0,"1997-07-17","Clay"
"1996-07-17","Stuttgart",0,4,34,13,"6-2 0-6 7-5",43,6,"1997-07-17","Clay"
"1996-07-17","Stuttgart",0,4,3,43,"6-2 6-2 0-0",43,0,"1997-07-17","Clay"
"1996-07-18","Stuttgart",0,2,36,5,"6-7 7-5 6-4",87,12,"1997-07-18","Clay"
"1996-07-18","Stuttgart",0,2,34,3,"6-3 2-6 6-4",87,12,"1997-07-18","Clay"
"1996-07-19","Stuttgart",0,1,34,36,"6-2 6-3 0-0",173,0,"1997-07-19","Clay"
"1996-07-16","Washington",0,8,55,14,"6-7 7-5 6-3",22,3,"1997-07-16","Hard"
"1996-07-16","Washington",0,8,6,22,"6-3 7-5 0-0",22,0,"1997-07-16","Hard"
"1996-07-16","Washington",0,8,19,29,"4-6 6-2 6-1",22,3,"1997-07-16","Hard"
"1996-07-16","Washington",0,8,28,44,"6-4 6-7 6-4",22,3,"1997-07-16","Hard"
"1996-07-17","Washington",0,4,2,55,"6-4 6-3 0-0",43,0,"1997-07-17","Hard"
"1996-07-17","Washington",0,4,4,6,"4-6 6-1 6-4",43,6,"1997-07-17","Hard"
"1996-07-17","Washington",0,4,7,19,"6-1 7-5 0-0",43,0,"1997-07-17","Hard"
"1996-07-17","Washington",0,4,8,28,"6-3 6-0 0-0",43,0,"1997-07-17","Hard"
"1996-07-18","Washington",0,2,2,4,"6-3 7-6 0-0",87,0,"1997-07-18","Hard"
"1996-07-18","Washington",0,2,7,8,"6-3 6-4 0-0",87,0,"1997-07-18","Hard"
"1996-07-19","Washington",0,1,2,7,"6-3 4-6 7-5",173,24,"1997-07-19","Hard"
"1996-07-23","Kitzbuhel",0,4,5,33,"7-5 6-4 0-0",26,0,"1997-07-23","Clay"
"1996-07-23","Kitzbuhel",0,4,18,31,"6-4 6-3 0-0",26,0,"1997-07-23","Clay"
"1996-07-23","Kitzbuhel",0,4,39,21,"7-6 6-3 0-0",26,0,"1997-07-23","Clay"
"1996-07-23","Kitzbuhel",0,4,45,43,"6-2 2-6 7-6",26,2,"1997-07-23","Clay"
"1996-07-24","Kitzbuhel",0,2,18,5,"6-4 6-7 6-3",52,4,"1997-07-24","Clay"
"1996-07-24","Kitzbuhel",0,2,39,45,"7-5 6-4 0-0",52,0,"1997-07-24","Clay"
"1996-07-25","Kitzbuhel",0,1,39,18,"7-5 7-5 0-0",104,0,"1997-07-25","Clay"
"1996-07-30","Amsterdam",0,4,5,21,"6-2 6-4 0-0",26,0,"1997-07-30","Clay"
"1996-07-30","Amsterdam",0,4,33,39,"7-5 6-1 0-0",26,0,"1997-07-30","Clay"
"1996-07-30","Amsterdam",0,4,17,16,"6-3 6-3 0-0",26,0,"1997-07-30","Clay"
"1996-07-30","Amsterdam",0,4,43,53,"3-6 6-4 7-6",26,2,"1997-07-30","Clay"
"1996-07-31","Amsterdam",0,2,5,33,"3-6 6-4 6-2",52,4,"1997-07-31","Clay"
"1996-07-31","Amsterdam",0,2,43,17,"7-5 6-0 0-0",52,0,"1997-07-31","Clay"
"1996-08-01","Amsterdam",0,1,5,43,"6-0 0-6 6-2",104,8,"1997-08-01","Clay"
"1996-07-30","Los Angeles",0,4,18,7,"2-6 6-4 6-4",26,2,"1997-07-30","Hard"
"1996-07-30","Los Angeles",0,4,29,27,"6-4 6-3 0-0",26,0,"1997-07-30","Hard"
"1996-07-30","Los Angeles",0,4,28,11,"6-2 7-6 0-0",26,0,"1997-07-30","Hard"
"1996-07-30","Los Angeles",0,4,19,22,"6-4 6-4 0-0",26,0,"1997-07-30","Hard"
"1996-07-31","Los Angeles",0,2,29,18,"6-4 6-3 0-0",52,0,"1997-07-31","Hard"
"1996-07-31","Los Angeles",0,2,28,19,"7-6 7-5 0-0",52,0,"1997-07-31","Hard"
"1996-08-01","Los Angeles",0,1,29,28,"4-6 6-4 6-3",104,8,"1997-08-01","Hard"
"1996-08-06","San Marino",0,4,39,18,"6-3 6-3 0-0",26,0,"1997-08-06","Clay"
"1996-08-06","San Marino",0,4,37,21,"6-1 3-6 6-4",26,2,"1997-08-06","Clay"
"1996-08-06","San Marino",0,4,49,15,"6-3 2-6 6-1",26,2,"1997-08-06","Clay"
"1996-08-06","San Marino",0,4,14,33,"6-0 6-3 0-0",26,0,"1997-08-06","Clay"
"1996-08-07","San Marino",0,2,37,39,"6-0 6-2 0-0",52,0,"1997-08-07","Clay"
"1996-08-07","San Marino",0,2,49,14,"6-4 4-6 6-1",52,4,"1997-08-07","Clay"
"1996-08-08","San Marino",0,1,37,49,"6-1 5-7 6-3",104,8,"1997-08-08","Clay"
"1996-08-05","Cincinatti",0,8,2,5,"6-2 6-3 0-0",32,0,"1997-08-05","Hard"
"1996-08-05","Cincinatti",0,8,4,28,"6-4 6-3 0-0",32,0,"1997-08-05","Hard"
"1996-08-05","Cincinatti",0,8,34,6,"6-4 6-3 0-0",32,0,"1997-08-05","Hard"
"1996-08-05","Cincinatti",0,8,23,44,"6-4 7-6 0-0",32,0,"1997-08-05","Hard"
"1996-08-05","Cincinatti",0,8,3,36,"6-2 4-6 6-1",32,4,"1997-08-05","Hard"
"1996-08-05","Cincinatti",0,8,9,7,"5-7 6-4 6-4",32,4,"1997-08-05","Hard"
"1996-08-05","Cincinatti",0,8,19,43,"6-4 6-3 0-0",32,0,"1997-08-05","Hard"
"1996-08-05","Cincinatti",0,8,1,8,"6-4 6-4 0-0",32,0,"1997-08-05","Hard"
"1996-08-06","Cincinatti",0,4,2,4,"6-4 3-6 7-6",65,8,"1997-08-06","Hard"
"1996-08-06","Cincinatti",0,4,23,34,"6-1 6-4 0-0",65,0,"1997-08-06","Hard"
"1996-08-06","Cincinatti",0,4,9,3,"6-4 0-6 6-4",65,8,"1997-08-06","Hard"
"1996-08-06","Cincinatti",0,4,19,1,"6-4 6-2 0-0",65,0,"1997-08-06","Hard"
"1996-08-07","Cincinatti",0,2,23,2,"6-3 6-7 6-1",130,16,"1997-08-07","Hard"
"1996-08-07","Cincinatti",0,2,19,9,"7-6 6-7 6-4",130,16,"1997-08-07","Hard"
"1996-08-08","Cincinatti",0,1,23,19,"6-4 5-7 4-6 6-2 6-0",260,64,"1997-08-08","Hard"
"1996-08-14","Umag",0,4,20,39,"7-6 6-2 0-0",26,0,"1997-08-14","Clay"
"1996-08-14","Umag",0,4,46,43,"6-4 6-4 0-0",26,0,"1997-08-14","Clay"
"1996-08-14","Umag",0,4,45,15,"6-1 1-6 7-5",26,2,"1997-08-14","Clay"
"1996-08-14","Umag",0,4,13,50,"6-2 7-5 0-0",26,0,"1997-08-14","Clay"
"1996-08-15","Umag",0,2,46,20,"6-3 2-6 6-4",52,4,"1997-08-15","Clay"
"1996-08-15","Umag",0,2,13,45,"6-1 6-1 0-0",52,0,"1997-08-15","Clay"
"1996-08-16","Umag",0,1,13,46,"6-2 6-2 0-0",104,0,"1997-08-16","Clay"
"1996-08-13","New Haven",0,8,17,30,"7-5 6-3 0-0",22,0,"1997-08-13","Hard"
"1996-08-13","New Haven",0,8,11,25,"7-5 5-7 6-2",22,3,"1997-08-13","Hard"
"1996-08-13","New Haven",0,8,10,31,"6-7 6-3 6-4",22,3,"1997-08-13","Hard"
"1996-08-13","New Haven",0,8,26,21,"6-3 6-2 0-0",22,0,"1997-08-13","Hard"
"1996-08-14","New Haven",0,4,8,17,"6-4 4-6 7-5",43,6,"1997-08-14","Hard"
"1996-08-14","New Haven",0,4,11,18,"6-3 6-3 0-0",43,0,"1997-08-14","Hard"
"1996-08-14","New Haven",0,4,12,10,"6-7 6-3 6-4",43,6,"1997-08-14","Hard"
"1996-08-14","New Haven",0,4,26,5,"7-5 6-4 0-0",43,0,"1997-08-14","Hard"
"1996-08-15","New Haven",0,2,11,8,"7-6 4-6 6-2",87,12,"1997-08-15","Hard"
"1996-08-15","New Haven",0,2,26,12,"5-7 6-3 6-1",87,12,"1997-08-15","Hard"
"1996-08-16","New Haven",0,1,26,11,"2-6 6-3 7-6",173,24,"1997-08-16","Hard"
"1996-08-13","Indianapolis",0,8,55,27,"3-6 6-1 6-3",22,3,"1997-08-13","Hard"
"1996-08-13","Indianapolis",0,8,29,44,"6-4 7-5 0-0",22,0,"1997-08-13","Hard"
"1996-08-13","Indianapolis",0,8,14,37,"6-4 5-7 7-6",22,3,"1997-08-13","Hard"
"1996-08-13","Indianapolis",0,8,16,22,"7-5 2-6 6-2",22,3,"1997-08-13","Hard"
"1996-08-14","Indianapolis",0,4,7,55,"7-6 6-4 0-0",43,0,"1997-08-14","Hard"
"1996-08-14","Indianapolis",0,4,29,19,"6-3 6-4 0-0",43,0,"1997-08-14","Hard"
"1996-08-14","Indianapolis",0,4,6,14,"7-6 6-1 0-0",43,0,"1997-08-14","Hard"
"1996-08-14","Indianapolis",0,4,4,16,"6-4 6-4 0-0",43,0,"1997-08-14","Hard"
"1996-08-15","Indianapolis",0,2,29,7,"6-1 6-7 7-6",87,12,"1997-08-15","Hard"
"1996-08-15","Indianapolis",0,2,6,4,"6-3 0-6 6-1",87,12,"1997-08-15","Hard"
"1996-08-16","Indianapolis",0,1,6,29,"7-5 3-6 6-2",173,24,"1997-08-16","Hard"
"1996-08-21","Long Island",0,4,14,16,"2-6 6-4 6-2",26,2,"1997-08-21","Hard"
"1996-08-21","Long Island",0,4,18,55,"6-2 7-5 0-0",26,0,"1997-08-21","Hard"
"1996-08-21","Long Island",0,4,37,21,"6-3 6-4 0-0",26,0,"1997-08-21","Hard"
"1996-08-21","Long Island",0,4,11,25,"6-4 6-3 0-0",26,0,"1997-08-21","Hard"
"1996-08-22","Long Island",0,2,14,18,"6-1 6-1 0-0",52,0,"1997-08-22","Hard"
"1996-08-22","Long Island",0,2,37,11,"6-1 6-3 0-0",52,0,"1997-08-22","Hard"
"1996-08-23","Long Island",0,1,37,14,"6-7 7-5 6-4",104,8,"1997-08-23","Hard"
"1996-08-20","Montreal",0,8,34,9,"6-4 7-6 0-0",32,0,"1997-08-20","Hard"
"1996-08-20","Montreal",0,8,44,43,"6-4 6-3 0-0",32,0,"1997-08-20","Hard"
"1996-08-20","Montreal",0,8,28,4,"7-5 6-4 0-0",32,0,"1997-08-20","Hard"
"1996-08-20","Montreal",0,8,26,19,"6-2 2-6 7-5",32,4,"1997-08-20","Hard"
"1996-08-20","Montreal",0,8,12,8,"6-3 5-7 6-3",32,4,"1997-08-20","Hard"
"1996-08-20","Montreal",0,8,18,29,"7-6 3-6 6-3",32,4,"1997-08-20","Hard"
"1996-08-20","Montreal",0,8,7,5,"7-5 1-6 6-2",32,4,"1997-08-20","Hard"
"1996-08-20","Montreal",0,8,6,22,"4-6 6-0 7-6",32,4,"1997-08-20","Hard"
"1996-08-21","Montreal",0,4,44,34,"6-4 4-6 6-1",65,8,"1997-08-21","Hard"
"1996-08-21","Montreal",0,4,28,26,"6-4 2-6 6-2",65,8,"1997-08-21","Hard"
"1996-08-21","Montreal",0,4,12,18,"6-3 6-7 6-2",65,8,"1997-08-21","Hard"
"1996-08-21","Montreal",0,4,6,7,"4-6 6-3 6-3",65,8,"1997-08-21","Hard"
"1996-08-22","Montreal",0,2,44,28,"7-6 5-7 7-6",130,16,"1997-08-22","Hard"
"1996-08-22","Montreal",0,2,12,6,"7-6 7-5 0-0",130,0,"1997-08-22","Hard"
"1996-08-23","Montreal",0,1,12,44,"7-6 6-4 6-3 0-0 0-0",260,0,"1997-08-23","Hard"
"1996-08-31","US Open",0,16,2,5,"6-4 3-6 6-2 7-6 0-0",32,2,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,16,39,"6-3 7-6 6-3 0-0 0-0",32,0,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,8,4,"6-4 6-3 4-6 6-3 0-0",32,2,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,29,11,"6-4 6-4 7-5 0-0 0-0",32,0,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,34,19,"3-6 6-4 6-4 6-4 0-0",32,2,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,17,9,"6-3 6-3 6-2 0-0 0-0",32,0,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,36,10,"6-4 3-6 6-1 4-6 6-2",32,5,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,56,21,"6-2 6-1 6-1 0-0 0-0",32,0,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,12,1,"6-3 6-1 2-6 2-6 6-4",32,5,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,43,37,"6-1 6-4 7-6 0-0 0-0",32,0,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,3,55,"6-0 4-6 6-4 4-6 6-4",32,5,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,27,44,"6-1 7-5 5-7 6-2 0-0",32,2,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,7,6,"5-7 6-2 3-6 6-4 6-4",32,5,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,28,22,"7-6 4-6 7-5 4-6 6-1",32,5,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,23,18,"6-2 6-4 4-6 6-4 0-0",32,2,"1997-08-31","Hard"
"1996-08-31","US Open",0,16,14,26,"6-3 6-4 7-5 0-0 0-0",32,0,"1997-08-31","Hard"
"1996-09-01","US Open",0,8,2,16,"1-6 4-6 6-1 6-3 6-2",65,10,"1997-09-01","Hard"
"1996-09-01","US Open",0,8,29,8,"6-3 5-7 6-0 6-3 0-0",65,5,"1997-09-01","Hard"
"1996-09-01","US Open",0,8,34,17,"0-6 7-5 7-5 6-7 7-6",65,10,"1997-09-01","Hard"
"1996-09-01","US Open",0,8,56,36,"0-6 6-3 2-6 6-3 6-4",65,10,"1997-09-01","Hard"
"1996-09-01","US Open",0,8,12,43,"3-6 6-3 6-2 6-2 0-0",65,5,"1997-09-01","Hard"
"1996-09-01","US Open",0,8,3,27,"6-2 2-6 6-3 3-6 6-2",65,10,"1997-09-01","Hard"
"1996-09-01","US Open",0,8,7,28,"6-2 4-6 4-6 6-0 6-3",65,10,"1997-09-01","Hard"
"1996-09-01","US Open",0,8,23,14,"6-0 6-2 6-3 0-0 0-0",65,0,"1997-09-01","Hard"
"1996-09-02","US Open",0,4,29,2,"6-4 0-6 6-2 6-4 0-0",130,10,"1997-09-02","Hard"
"1996-09-02","US Open",0,4,56,34,"6-2 6-0 6-1 0-0 0-0",130,0,"1997-09-02","Hard"
"1996-09-02","US Open",0,4,3,12,"6-2 6-4 6-3 0-0 0-0",130,0,"1997-09-02","Hard"
"1996-09-02","US Open",0,4,23,7,"6-1 6-4 7-6 0-0 0-0",130,0,"1997-09-02","Hard"
"1996-09-03","US Open",0,2,56,29,"7-6 6-1 6-1 0-0 0-0",260,0,"1997-09-03","Hard"
"1996-09-03","US Open",0,2,23,3,"6-2 6-3 2-6 6-4 0-0",260,20,"1997-09-03","Hard"
"1996-09-04","US Open",0,1,56,23,"7-5 5-7 6-4 6-4 0-0",520,40,"1997-09-04","Hard"
"1996-09-11","Bogota",0,4,57,27,"6-1 4-6 6-3",26,2,"1997-09-11","Clay"
"1996-09-11","Bogota",0,4,33,30,"4-6 6-3 6-4",26,2,"1997-09-11","Clay"
"1996-09-11","Bogota",0,4,25,35,"6-2 6-3 0-0",26,0,"1997-09-11","Clay"
"1996-09-11","Bogota",0,4,39,47,"6-2 2-6 7-5",26,2,"1997-09-11","Clay"
"1996-09-12","Bogota",0,2,33,57,"6-4 6-4 0-0",52,0,"1997-09-12","Clay"
"1996-09-12","Bogota",0,2,39,25,"6-3 1-6 7-6",52,4,"1997-09-12","Clay"
"1996-09-13","Bogota",0,1,33,39,"6-2 6-4 0-0",104,0,"1997-09-13","Clay"
"1996-09-11","Bucharest",0,4,15,5,"7-5 6-2 0-0",26,0,"1997-09-11","Clay"
"1996-09-11","Bucharest",0,4,58,46,"7-5 6-1 0-0",26,0,"1997-09-11","Clay"
"1996-09-11","Bucharest",0,4,18,45,"3-6 7-6 6-4",26,2,"1997-09-11","Clay"
"1996-09-11","Bucharest",0,4,13,21,"2-6 6-1 6-0",26,2,"1997-09-11","Clay"
"1996-09-12","Bucharest",0,2,15,58,"6-2 4-6 6-3",52,4,"1997-09-12","Clay"
"1996-09-12","Bucharest",0,2,13,18,"6-3 6-0 0-0",52,0,"1997-09-12","Clay"
"1996-09-13","Bucharest",0,1,13,15,"6-2 3-6 6-2",104,8,"1997-09-13","Clay"
"1996-09-24","Palermo",0,4,47,13,"1-6 6-3 6-4",26,2,"1997-09-24","Clay"
"1996-09-24","Palermo",0,4,15,33,"6-4 6-2 0-0",26,0,"1997-09-24","Clay"
"1996-09-24","Palermo",0,4,35,20,"7-5 6-7 6-3",26,2,"1997-09-24","Clay"
"1996-09-24","Palermo",0,4,39,21,"6-4 7-6 0-0",26,0,"1997-09-24","Clay"
"1996-09-25","Palermo",0,2,15,47,"4-6 6-2 7-6",52,4,"1997-09-25","Clay"
"1996-09-25","Palermo",0,2,35,39,"6-2 6-7 6-1",52,4,"1997-09-25","Clay"
"1996-09-26","Palermo",0,1,35,15,"6-3 6-3 0-0",104,0,"1997-09-26","Clay"
"1996-09-24","Basel",0,4,31,18,"6-4 6-4 0-0",32,0,"1997-09-24","Hard"
"1996-09-24","Basel",0,4,37,10,"6-3 7-5 0-0",32,0,"1997-09-24","Hard"
"1996-09-24","Basel",0,4,32,51,"6-7 6-2 6-2",32,4,"1997-09-24","Hard"
"1996-09-24","Basel",0,4,49,14,"6-4 6-2 0-0",32,0,"1997-09-24","Hard"
"1996-09-25","Basel",0,2,37,31,"6-2 2-6 6-4",65,8,"1997-09-25","Hard"
"1996-09-25","Basel",0,2,49,32,"7-5 6-4 0-0",65,0,"1997-09-25","Hard"
"1996-09-26","Basel",0,1,37,49,"6-4 6-4 0-0",130,0,"1997-09-26","Hard"
"1996-10-01","Singapore",0,4,59,55,"6-2 6-4 0-0",26,0,"1997-10-01","Hard"
"1996-10-01","Singapore",0,4,41,62,"6-1 6-0 0-0",26,0,"1997-10-01","Hard"
"1996-10-01","Singapore",0,4,61,24,"7-5 7-6 0-0",26,0,"1997-10-01","Hard"
"1996-10-01","Singapore",0,4,60,40,"6-4 2-6 6-3",26,2,"1997-10-01","Hard"
"1996-10-02","Singapore",0,2,59,41,"6-2 6-4 0-0",52,0,"1997-10-02","Hard"
"1996-10-02","Singapore",0,2,61,60,"2-6 6-2 6-1",52,4,"1997-10-02","Hard"
"1996-10-03","Singapore",0,1,59,61,"6-4 6-3 0-0",104,0,"1997-10-03","Hard"
"1996-10-01","Lyon",0,4,16,29,"6-4 5-7 6-4",26,2,"1997-10-01","Hard"
"1996-10-01","Lyon",0,4,27,17,"6-4 7-5 0-0",26,0,"1997-10-01","Hard"
"1996-10-01","Lyon",0,4,49,53,"6-2 6-3 0-0",26,0,"1997-10-01","Hard"
"1996-10-01","Lyon",0,4,48,26,"6-4 5-7 7-5",26,2,"1997-10-01","Hard"
"1996-10-02","Lyon",0,2,27,16,"6-2 6-4 0-0",52,0,"1997-10-02","Hard"
"1996-10-02","Lyon",0,2,49,48,"7-5 2-6 6-3",52,4,"1997-10-02","Hard"
"1996-10-03","Lyon",0,1,27,49,"7-5 5-7 6-2",104,8,"1997-10-03","Hard"
"1996-10-01","Marbella",0,4,43,39,"4-6 6-3 6-2",26,2,"1997-10-01","Clay"
"1996-10-01","Marbella",0,4,33,35,"6-1 6-3 0-0",26,0,"1997-10-01","Clay"
"1996-10-01","Marbella",0,4,15,21,"6-7 6-2 6-4",26,2,"1997-10-01","Clay"
"1996-10-01","Marbella",0,4,13,38,"6-1 6-4 0-0",26,0,"1997-10-01","Clay"
"1996-10-02","Marbella",0,2,33,43,"3-6 6-2 6-1",52,4,"1997-10-02","Clay"
"1996-10-02","Marbella",0,2,13,15,"6-3 6-2 0-0",52,0,"1997-10-02","Clay"
"1996-10-03","Marbella",0,1,13,33,"7-6 2-6 6-3",104,8,"1997-10-03","Clay"
"1996-10-09","Vienna",0,8,45,33,"7-5 1-6 7-5",22,3,"1997-10-09","Hard"
"1996-10-09","Vienna",0,8,28,10,"6-1 4-6 7-6",22,3,"1997-10-09","Hard"
"1996-10-09","Vienna",0,8,37,26,"6-4 3-6 6-4",22,3,"1997-10-09","Hard"
"1996-10-09","Vienna",0,8,56,27,"6-0 7-6 0-0",22,0,"1997-10-09","Hard"
"1996-10-10","Vienna",0,4,2,45,"6-2 6-3 0-0",43,0,"1997-10-10","Hard"
"1996-10-10","Vienna",0,4,28,29,"6-2 6-4 0-0",43,0,"1997-10-10","Hard"
"1996-10-10","Vienna",0,4,37,5,"7-5 6-4 0-0",43,0,"1997-10-10","Hard"
"1996-10-10","Vienna",0,4,4,56,"7-5 6-0 0-0",43,0,"1997-10-10","Hard"
"1996-10-11","Vienna",0,2,28,2,"6-2 6-2 0-0",87,0,"1997-10-11","Hard"
"1996-10-11","Vienna",0,2,37,4,"2-6 6-2 6-4",87,12,"1997-10-11","Hard"
"1996-10-12","Vienna",0,1,37,28,"1-6 6-3 7-5",173,24,"1997-10-12","Hard"
"1996-10-10","Beijing",0,4,40,18,"7-5 6-4 0-0",26,0,"1997-10-10","Hard"
"1996-10-10","Beijing",0,4,20,24,"6-3 6-7 6-2",26,2,"1997-10-10","Hard"
"1996-10-10","Beijing",0,4,61,41,"7-6 7-5 0-0",26,0,"1997-10-10","Hard"
"1996-10-10","Beijing",0,4,54,62,"6-0 6-1 0-0",26,0,"1997-10-10","Hard"
"1996-10-11","Beijing",0,2,40,20,"6-4 6-4 0-0",52,0,"1997-10-11","Hard"
"1996-10-11","Beijing",0,2,61,54,"6-2 6-3 0-0",52,0,"1997-10-11","Hard"
"1996-10-12","Beijing",0,1,40,61,"6-2 6-4 0-0",104,0,"1997-10-12","Hard"
"1996-10-16","Toulouse",0,4,17,28,"6-4 2-6 7-5",26,2,"1997-10-16","Hard"
"1996-10-16","Toulouse",0,4,32,53,"6-3 6-3 0-0",26,0,"1997-10-16","Hard"
"1996-10-16","Toulouse",0,4,48,46,"6-1 6-2 0-0",26,0,"1997-10-16","Hard"
"1996-10-16","Toulouse",0,4,31,29,"1-6 6-2 7-5",26,2,"1997-10-16","Hard"
"1996-10-17","Toulouse",0,2,32,17,"6-4 6-4 0-0",52,0,"1997-10-17","Hard"
